rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period
1878,10026544,K02312.01,,CANDIDATE,CANDIDATE,,0,0,0,0,176.331289
1879,9473078,K02079.01,Kepler-1087 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,0.693842661
1880,10864531,K02080.01,Kepler-358 c,CONFIRMED,CANDIDATE,0.526,0,0,0,0,83.4887405
1881,10864531,K02080.02,Kepler-358 b,CONFIRMED,CANDIDATE,1,0,0,0,0,34.0607677
1882,2853780,K02081.01,,CANDIDATE,CANDIDATE,0.881,0,0,0,0,6.2141496
1883,9472000,K02082.01,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,31.5888979
1884,10253547,K02153.01,Kepler-364 c,CONFIRMED,CANDIDATE,0.859,0,0,0,0,59.9809868
1885,10253547,K02153.02,Kepler-364 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,25.7457957
1886,12505076,K02154.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,11.92979348
1887,6185476,K00227.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.65737838
1888,12116380,K02155.01,Kepler-1123 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.3394569
1889,2556650,K02156.01,Kepler-1124 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.852348262
1890,10600955,K02227.01,Kepler-1151 b,CONFIRMED,CANDIDATE,0.485,0,0,0,0,65.6480892
1891,10801100,K02228.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,102.653705
1892,4473226,K02229.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,14.83340944
1893,8914779,K02230.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.987338654
1894,2854181,K02232.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,101.1323475
1895,8963721,K02233.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.811460943
1896,10132832,K02313.01,Kepler-1186 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.07673148
1897,3219995,K02314.01,Kepler-1187 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.87058705
1898,6062929,K02315.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,22.1334224
1899,7504778,K02316.01,Kepler-1188 b,CONFIRMED,CANDIDATE,1,0,0,0,0,17.1369408
1900,7219825,K00238.02,Kepler-123 c,CONFIRMED,CANDIDATE,0.993,0,0,0,0,26.6951944
1901,7097965,K02083.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,7.72085047
1902,4249725,K00222.01,Kepler-120 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.312508525
1903,3967326,K02084.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.19577385
1904,6768394,K02086.01,Kepler-60 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,7.1329472
1905,6768394,K02086.02,Kepler-60 c,CONFIRMED,CANDIDATE,0.972,0,0,0,0,8.91901228
1906,5211199,K02158.01,,CANDIDATE,CANDIDATE,0.944,0,0,0,0,4.5620407
1907,8804455,K02159.01,,CANDIDATE,CANDIDATE,0.898,0,0,0,0,7.5966998
1908,8804455,K02159.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.392630668
1909,5546761,K02160.01,Kepler-1125 b,CONFIRMED,CANDIDATE,1,0,0,0,0,17.6700291
1910,5546761,K02160.02,,CANDIDATE,CANDIDATE,,0,0,0,0,15.40877383
1911,9205938,K02162.01,Kepler-1126 b,CONFIRMED,CANDIDATE,1,0,0,0,0,108.593113
1912,10723367,K02236.01,Kepler-375 c,CONFIRMED,CANDIDATE,1,0,0,0,0,19.9865916
1913,10723367,K02236.02,Kepler-375 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,12.12580644
1914,5005121,K02237.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,76.421501
1915,4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,1,0,0,0,0,56.2590881
1916,8229458,K02238.01,Kepler-1152 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,1.646801683
1917,10684670,K02317.01,Kepler-1189 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,3.78861833
1918,11495458,K02318.01,Kepler-1190 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.45839865
1919,9003401,K02319.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,21.1033014
1920,5978559,K02321.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,95.6114617
1921,8872048,K02323.01,,CANDIDATE,CANDIDATE,,0,0,0,0,58.35512552
1922,7746958,K02324.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.204686597
1923,6768394,K02086.03,Kepler-60 d,CONFIRMED,CANDIDATE,0.951,0,0,0,0,11.8984948
1924,6922710,K02087.01,Kepler-1088 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,23.1274171
1925,11348997,K02090.01,Kepler-1089 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.132486123
1926,5705819,K02091.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,8.77997349
1927,11358389,K02163.01,Kepler-365 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,10.66489514
1928,7204981,K02164.01,Kepler-1127 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.1233204
1929,3847907,K00229.01,Kepler-497 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.573202801
1930,4370527,K02166.01,Kepler-1128 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,61.6174528
1931,6041734,K02167.01,Kepler-1129 b,CONFIRMED,CANDIDATE,1,0,0,0,0,24.3398202
1932,9336200,K02242.01,Kepler-1153 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.755843555
1933,4770617,K02243.01,Kepler-1154 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.18560081
1934,4454934,K02245.01,Kepler-1155 b,CONFIRMED,CANDIDATE,1,0,0,0,0,33.4698571
1935,9458343,K02246.01,Kepler-1156 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.89520436
1936,7120108,K02325.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.025857984
1937,10730703,K02327.01,Kepler-1191 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.60013327
1938,8007644,K02328.01,Kepler-1192 b,CONFIRMED,CANDIDATE,0.407,0,0,0,0,25.2034128
1939,11192235,K02329.01,,CANDIDATE,CANDIDATE,0.949,0,0,0,0,1.615357809
1940,6383785,K00239.01,Kepler-501 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.640676975
1941,6696580,K02092.02,Kepler-359 b,CONFIRMED,CANDIDATE,1,0,0,0,0,25.5638626
1942,6525946,K02093.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,6.78341325
1943,4249725,K00222.02,Kepler-120 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.7945474
1944,8505920,K02094.01,,CANDIDATE,CANDIDATE,0.974,0,0,0,0,42.4269647
1945,7918992,K02095.01,Kepler-1091 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.434745129
1946,6041734,K02167.02,,CANDIDATE,CANDIDATE,,0,0,0,0,6.95787
1947,11308499,K02168.01,Kepler-366 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,3.28192056
1948,11308499,K02168.02,Kepler-366 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.51610549
1949,9006186,K02169.01,Kepler-1130 b,CONFIRMED,CANDIDATE,0.897,0,0,0,0,5.45298742
1950,9006186,K02169.02,,CANDIDATE,CANDIDATE,0.961,0,0,0,0,3.26662733
1951,7802719,K02247.01,Kepler-1157 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.45743267
1952,11030475,K02248.01,,CANDIDATE,CANDIDATE,0.895,0,0,0,0,2.81814715
1953,11030475,K02248.02,,CANDIDATE,CANDIDATE,,0,0,0,0,9.4907638
1954,11030475,K02248.03,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,0.76196247
1955,5023956,K00233.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.824649
1956,12401863,K02331.01,Kepler-1193 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,2.832647249
1957,5534941,K02332.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,3.70063251
1958,11121752,K02333.01,Kepler-380 b,CONFIRMED,CANDIDATE,0.97,0,0,0,0,3.93083997
1959,11121752,K02333.02,Kepler-380 c,CONFIRMED,CANDIDATE,0.995,0,0,0,0,7.63008196
1960,2990873,K02335.01,Kepler-1194 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,16.22378479
1961,9307509,K02096.01,,CANDIDATE,CANDIDATE,0.991,0,0,0,0,9.76293284
1962,10158729,K02097.01,Kepler-1092 b,CONFIRMED,CANDIDATE,0.919,0,0,0,0,58.601926
1963,6105462,K02098.01,Kepler-1093 b,CONFIRMED,CANDIDATE,0.816,0,0,0,0,25.0823402
1964,3120355,K02099.01,Kepler-1094 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,78.0998908
1965,6047072,K02100.01,Kepler-1095 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,4.27103727
1966,9006186,K02169.03,,CANDIDATE,CANDIDATE,0.649,0,0,0,0,4.27226421
1967,9006186,K02169.04,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,2.19251903
1968,11410904,K02171.01,Kepler-1131 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,3.53232429
1969,5021737,K00026.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,15.03946326
1970,4173026,K02172.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,10.44087398
1971,10471621,K02554.01,,CANDIDATE,CANDIDATE,0.582,0,0,0,0,39.7557642
1972,10471621,K02554.02,,CANDIDATE,CANDIDATE,0.988,0,0,0,0,10.27127527
1973,5350244,K02555.01,Kepler-1276 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,12.5722897
1974,5374403,K02556.01,Kepler-1277 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,40.8366307
1975,10925113,K02557.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,11.7761073
1976,11769801,K02633.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,29.7123181
1977,11752906,K00253.02,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,20.6180348
1978,1995519,K02634.01,Kepler-1299 b,CONFIRMED,CANDIDATE,0.952,0,0,0,0,19.9401211
1979,4914566,K02635.01,Kepler-1300 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,22.2420032
1980,6198182,K02636.01,,CANDIDATE,CANDIDATE,0.957,0,0,0,0,3.88148385
1981,10024051,K02409.01,Kepler-1228 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.577369336
1982,8676038,K02410.01,,CANDIDATE,CANDIDATE,,0,0,0,0,186.6543548
1983,4349452,K00244.01,Kepler-25 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.72037026
1984,8676038,K02410.02,,CANDIDATE,CANDIDATE,,0,0,0,0,86.59322294
1985,8073806,K02411.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,11.96407399
1986,10419312,K02412.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.493237866
1987,10453588,K02484.01,Kepler-1253 b,CONFIRMED,CANDIDATE,0.939,0,0,0,0,68.8861017
1988,11125613,K02485.01,Kepler-1254 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.99115241
1989,8074328,K02486.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.267961416
1990,7212184,K02487.01,Kepler-1255 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,36.292017
1991,6956014,K00031.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.925589891
1992,9757613,K00250.02,Kepler-26 c,CONFIRMED,CANDIDATE,1,0,0,0,0,17.25121397
1993,5307858,K02558.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,1.867281146
1994,6605493,K02559.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,9.30991834
1995,4670217,K02560.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,18.1209388
1996,7259298,K02561.01,Kepler-1278 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.23941775
1997,9574179,K02637.01,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,3.98864999
1998,6211812,K02638.01,,CANDIDATE,CANDIDATE,0.97,0,0,0,0,2.524017517
1999,11391755,K02639.01,,CANDIDATE,CANDIDATE,0.651,0,0,0,0,25.1123362
2000,11391755,K02639.02,,CANDIDATE,CANDIDATE,,0,0,0,0,2.121023807
2001,9088780,K02640.01,,CANDIDATE,CANDIDATE,,0,0,0,0,33.18089453
2002,8894646,K02641.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,3.55557922
2003,3234598,K02413.02,Kepler-383 c,CONFIRMED,CANDIDATE,1,0,0,0,0,31.2012202
2004,8611832,K02414.01,Kepler-384 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,22.5968256
2005,8611832,K02414.02,Kepler-384 c,CONFIRMED,CANDIDATE,0.973,0,0,0,0,45.3486381
2006,5621586,K02415.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.25419589
2007,9210387,K02416.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.90608902
2008,11852982,K00247.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,13.81504449
2009,8559152,K02488.01,Kepler-1256 b,CONFIRMED,CANDIDATE,0.974,0,0,0,0,12.4128518
2010,2718778,K02489.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,3.92453009
2011,3122913,K02490.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,11.60653061
2012,9229657,K02491.01,Kepler-1257 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.66831274
2013,5175024,K02563.01,Kepler-1279 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,23.4772553
2014,9026749,K02564.01,Kepler-1280 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,66.5576728
2015,12216278,K02565.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.01948607
2016,9159242,K02566.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.04468229
2017,12061096,K02642.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,15.05028313
2018,5794240,K00254.01,Kepler-45 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.455240626
2019,6933567,K02643.01,Kepler-1301 b,CONFIRMED,CANDIDATE,0.918,0,0,0,0,9.08233411
2020,9993529,K02644.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.790539912
2021,6044553,K02646.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.532086296
2022,9654468,K02417.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,47.7052566
2023,4349452,K00244.02,Kepler-25 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.238535444
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,CANDIDATE,0.937,0,0,0,0,86.829519
2025,6343170,K02419.01,Kepler-1230 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.95667035
2026,7107802,K02420.01,Kepler-1231 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,10.41728722
2027,10028535,K02493.01,Kepler-1259 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.663085361
2028,7047207,K02494.01,Kepler-1260 b,CONFIRMED,CANDIDATE,1,0,0,0,0,19.1187425
2029,5212220,K02495.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.08749101
2030,9964748,K02496.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.183818383
2031,9757613,K00250.03,Kepler-26 d,CONFIRMED,CANDIDATE,1,0,0,0,0,3.543919702
2032,8247770,K02569.01,,CANDIDATE,CANDIDATE,0.427,0,0,0,0,8.28157072
2033,6867588,K02571.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,0.82628442
2034,7501646,K02572.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.37705295
2035,11962284,K02647.01,Kepler-1302 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.83929462
2036,2573056,K02648.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.631795416
2037,6842682,K02649.01,Kepler-1303 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,7.56126152
2038,8890150,K02650.01,Kepler-395 c,CONFIRMED,CANDIDATE,0.985,0,0,0,0,34.9897847
2039,8890150,K02650.02,Kepler-395 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,7.05429483
2040,8838950,K02421.01,,CANDIDATE,CANDIDATE,0.911,0,0,0,0,2.27050106
2041,11360805,K02422.01,Kepler-1232 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.7838935
2042,9845898,K02423.01,Kepler-1233 b,CONFIRMED,CANDIDATE,1,0,0,0,0,45.126216
2043,12453581,K02424.01,Kepler-1234 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,11.94019101
2044,11922678,K02425.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.51295674
2045,5959719,K02498.01,Kepler-390 b,CONFIRMED,CANDIDATE,0.922,0,0,0,0,6.73808701
2046,5544903,K02499.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7.57571414
2047,5542983,K02501.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,4.76887671
2048,8256453,K02573.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.347512632
2049,9474493,K02574.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.512581697
2050,4551663,K02576.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,12.07760884
2051,12257999,K02577.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,18.55581565
2052,6922203,K02578.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,13.33094869
2053,11752908,K02651.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,6.38315744
2054,7021681,K00255.01,Kepler-505 b,CONFIRMED,CANDIDATE,1,0,0,0,0,27.52194772
2055,4346178,K02652.01,Kepler-1304 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.1289679
2056,9664142,K02654.01,Kepler-1305 b,CONFIRMED,CANDIDATE,0.978,0,0,0,0,13.5631157
2057,10018233,K02655.01,Kepler-1306 b,CONFIRMED,CANDIDATE,0.894,0,0,0,0,16.2959916
2058,8081899,K02426.01,Kepler-1235 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,4.16056658
2059,10189557,K02427.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.93101771
2060,8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,39.79220077
2061,9965184,K02428.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,16.2276756
2062,9911882,K02429.01,,FALSE POSITIVE,FALSE POSITIVE,0.28,0,0,1,0,1.595630597
2063,8631504,K02503.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,14.8200596
2064,8110767,K02504.01,,CANDIDATE,CANDIDATE,0.96,0,0,0,0,20.49041
2065,5471574,K02505.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.962827066
2066,6767840,K02506.01,Kepler-1262 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.679037
2067,8379705,K02507.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,11.1296971
2068,9896018,K02579.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,2.7296036
2069,11037511,K02580.01,Kepler-1281 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.11604194
2070,11818872,K02581.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,12.7372371
2071,11771430,K02582.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,40.0306267
2072,5513012,K02668.01,Kepler-1310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.679336747
2073,11761199,K02669.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,213.6103207
2074,8074805,K02670.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,170.8658492
2075,2437505,K02671.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,21.47642727
2076,2437505,K02671.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,17.5509742
2077,11253827,K02672.01,Kepler-396 c,CONFIRMED,CANDIDATE,0.82,0,0,0,0,88.5122014
2078,3533469,K02430.01,,FALSE POSITIVE,FALSE POSITIVE,0.387,0,0,1,0,10.21507506
2079,8956706,K02431.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,8.3806973
2080,7047363,K02432.01,Kepler-1236 b,CONFIRMED,CANDIDATE,1,0,0,0,0,31.0572947
2081,11968463,K02433.01,Kepler-385 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,15.1622287
2082,11968463,K02433.02,Kepler-385 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.04378351
2083,8836888,K02508.01,,FALSE POSITIVE,FALSE POSITIVE,0.294,0,0,1,0,7.10397925
2084,9880190,K02509.01,Kepler-1263 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,4.5513988
2085,5364071,K00248.02,Kepler-49 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.91274065
2086,5392702,K02510.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,12.2141545
2087,8429566,K02511.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.732261
2088,10387742,K02583.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,3.03267135
2089,7673841,K02585.01,Kepler-392 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,5.34182466
2090,9827149,K02586.01,Kepler-1282 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.131945045
2091,5546691,K02587.01,Kepler-1283 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.9462567
2092,12156347,K02588.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.77957133
2093,8636539,K02656.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,6.77367892
2094,9283156,K02657.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.22402436
2095,8547429,K02658.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,11.6601667
2096,8803882,K02659.01,,FALSE POSITIVE,FALSE POSITIVE,0.054,1,0,0,0,89.465468
2097,9893318,K02660.01,Kepler-1307 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.0161227
2098,6864885,K02434.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,40.8777605
2099,5097868,K02435.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.80243431
2100,8570333,K02436.01,Kepler-1237 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,84.5733346
2101,8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.30181863
2102,5036705,K02437.01,Kepler-1238 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,4.14789051
2103,9574158,K02512.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,15.92108138
2104,9653622,K02513.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,19.0054098
2105,4391348,K02514.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.96433113
2106,7294743,K02516.01,,CANDIDATE,CANDIDATE,0.992,0,0,0,0,2.81043228
2107,8947520,K02517.01,Kepler-1264 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,0.968527683
2108,12016267,K02590.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,11.7489907
2109,6765135,K02592.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,175.603366
2110,3861595,K00004.01,,CANDIDATE,CANDIDATE,1,0,1,0,0,3.849371737
2111,5725087,K00033.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.366197145
2112,10489206,K00251.01,Kepler-125 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.164384505
2113,3426367,K02662.01,Kepler-1308 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.10433534
2114,5562090,K02664.01,Kepler-1309 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,28.8431751
2115,11548140,K00256.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.378649746
2116,12110786,K02665.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.112207126
2117,5342061,K02666.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,64.034363
2118,3654095,K02667.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.303576682
2119,5078939,K02438.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.958577398
2120,6867555,K02439.01,Kepler-1239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.19103699
2121,5339567,K02440.01,Kepler-1240 b,CONFIRMED,CANDIDATE,0.984,0,0,0,0,4.86638504
2122,4459924,K02441.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.79176993
2123,11080405,K02442.01,Kepler-386 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,25.1933989
2124,5529738,K02518.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.759762021
2125,4047631,K02519.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.790912471
2126,10059645,K02520.01,Kepler-1265 b,CONFIRMED,CANDIDATE,0.965,0,0,0,0,6.49441464
2127,5364071,K00248.03,Kepler-49 d,CONFIRMED,CANDIDATE,1,0,0,0,0,2.576571021
2128,7183745,K02521.01,Kepler-1266 b,CONFIRMED,CANDIDATE,1,0,0,0,0,28.4750006
2129,8212002,K02593.01,Kepler-1285 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.7966306
2130,8004903,K02594.01,Kepler-1286 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,11.25401871
2131,8883329,K02595.01,Kepler-393 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,9.18244299
2132,8883329,K02595.02,Kepler-393 c,CONFIRMED,CANDIDATE,0.932,0,0,0,0,14.6134781
2133,3644653,K02596.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,119.682075
2134,11253827,K02672.02,Kepler-396 b,CONFIRMED,CANDIDATE,1,0,0,0,0,42.9923284
2135,5514383,K00257.01,Kepler-506 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.88341278
2136,10747445,K02673.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,4.593595496
2137,8022489,K02674.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,197.5111484
2138,8022489,K02674.02,Kepler-1311 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,11.1726723
2139,8022489,K02674.03,Kepler-1311 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.53573284
2140,9209624,K02443.01,Kepler-387 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,6.79164656
2141,9209624,K02443.02,Kepler-387 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,11.8376933
2142,3354846,K02444.01,Kepler-1241 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,18.5525162
2143,6516185,K02445.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,47.3659328
